file,application_number,plant_name,empty_major_sections,unmapped_blocks,unmapped_chars
2022-31043-1570_W_Campbell_Avenue_Campbell_California_95008__e4938_nsr_31043_eval_032222_pdf__application_31043__eval_01.json,31043,"1570 W Campbell Avenue , Campbell, California 95008",,0,0
2022-31091-CalClean_Inc_Portable_Sources__e4958_nsr_31091_eval_111622_pdf__application_31091__eval_01.json,31091,"CalClean, Inc. (Portable Sources)",PSD_applicability,0,0
2022-31136-Coloma_Sanitary_Sewer_Pump_Station_2__e4979_nsr_31136_eval_051722_pdf__application_31136__eval_01.json,31136,Coloma Sanitary Sewer Pump Station #2,,1,1140
2022-31154-East_Bay_Municipal_Utility_District_Pump_Station_M__b3738_nsr_31154_eval_060822_pdf__application_31154__eval_01.json,31154,East Bay Municipal Utility District Pump Station M,,0,0
2022-31157-Phillips_66_San_Francisco_Refinery_Plant_21359__a0016_nsr_31157_eval_111522_pdf__application_31157__eval_01.json,31157,"Phillips 66 – San Francisco Refinery, Plant: 21359",cumulative_increase; PSD_applicability; CEQA; recommendation,3,24897
2022-31159-La_Galleria_HOA__b8874_nsr_31159_eval_051022_pdf__application_31159__eval_01.json,31159,La Galleria HOA,,1,1135
2022-31226-FREY_Envi_ronmental_Inc__e5007_nsr_31226_eval_052722_pdf__application_31226__eval_01.json,31226,"FREY Envi ronmental , Inc.",public_notification,0,0
2022-31255-AMAZON_DATA_SERVICES_INC__e5018_nsr_31255_eval_082322_pdf__application_31255__eval_01.json,31255,AMAZON DATA SERVICES INC,PSD_applicability; CEQA; recommendation,27,30195
2022-31261-600_California_Owner_LLC__e1617_nsr_31261_eval_102622_pdf__application_31261__eval_01.json,31261,600 California Owner LLC,,1,929
2022-31263-Redwood_Adventist_Academy__e5021_nsr_31263_eval_063022_pdf__application_31263__eval_01.json,31263,Redwood Adventist Academy,PSD_applicability; CEQA,1,177
2022-31282-Dachs_Residence__e5027_nsr_31282_eval_031722_pdf__application_31282__eval_01.json,31282,Dachs Residence,PSD_applicability; CEQA,1,157
2022-31300-NASH_Holland_24th_and_Waverly_Investors_LLC__e5038_nsr_31300_eval_083122_pdf__application_31300__eval_01.json,31300,NASH Holland 24th and Waverly Investors LLC,,1,103
2022-31301-Goodger_Residence__e5039_nsr_31301_eval_030422_pdf__application_31301__eval_01.json,31301,Goodger Residence,PSD_applicability; CEQA,1,184
2022-31303-Irvington_Memorial_Cemetery_Plant_4134__a4134_nsr_31303_eval_082522_pdf__application_31303__eval_01.json,31303,"Irvington Memorial Cemetery , Plant # 4134",BACT; CEQA; public_notification,2,111
2022-31401-Plant_25072_Invitae_Corporation__e5072_nsr_31401_eval_021822_pdf__application_31401__eval_01.json,31401,Plant 25072 : Invitae Corporation,cumulative_increase; CEQA; recommendation,2,3054
2022-31404-Emergency_Operations_Center__e5074_nsr_31404_eval_052022_pdf__application_31404__eval_01.json,31404,Emergency Operations Center,,2,690
2022-31456-Emergency_Operation_Center__e5074_nsr_31456_eval_052022_pdf__application_31456__eval_01.json,31456,Emergency Operation Center,,1,940
2022-31472-QUALITY_INVESTMENT_PROPERTIES_SANTA_CLARA_LLC__b9010_nsr_31472_eval_040822_pdf__application_31472__eval_01.json,31472,"QUALITY INVESTMENT PROPERTIES SANTA CLARA, LLC",PSD_applicability; CEQA; recommendation,3,3628
2022-31494-1735_1751_Fulton_Street_San_Francisco_California_94117__e5121_nsr_31494_eval_101422_pdf__application_31494__eval_01.json,31494,"1735-1751 Fulton Street, San Francisco, California 94117",,0,0
2022-31524-921_Howard__e5137_nsr_31524_eval_081022_pdf__application_31524__eval_01.json,31524,921 Howard,,1,109
2022-31538-Piedmont_Gardens__e3259_nsr_31538_eval_081522_pdf__application_31538__eval_01.json,31538,Piedmont Gardens,,1,1132
2022-31557-Healthpeak_Roebling__e5148_nsr_31557_eval_082622_pdf__application_31557__eval_01.json,31557,Healthpeak Roebling,,1,550
2022-31569-Mainspring_Energy_Inc__e5153_nsr_31569_eval_091622_pdf__application_31569__eval_01.json,31569,"Mainspring Energy , Inc.",cumulative_increase; PSD_applicability; CEQA,3,4202
2022-31592-S4045_Aluminum_Melt_ing_Furnace_1__a1438_nsr_31592_eval_082622_pdf__application_31592__eval_01.json,31592,S4045 Aluminum Melt ing Furnace #1,BACT; PSD_applicability,6,7925
2022-31601-Deposition_Sciences_Inc__b3602_nsr_31601_eval_081922_pdf__application_31601__eval_01.json,31601,Deposition Sciences Inc,,3,2618
2022-31653-4280_Foothill_Blvd_Oakland_CA_9460_1__b2568_nsr_31653_eval_072922_pdf__application_31653__eval_01.json,31653,"4280 Foothill Blvd. , Oakland, CA 9460 1",PSD_applicability; public_notification,0,0
2022-31680-Waste_Management_Inc__b2728_nsr_31680_eval_072922_pdf__application_31680__eval_01.json,31680,Waste Management Inc.,,1,163
2022-31702-PUBLIC_COPY__e5018_nsr_31702_eval_093022_pdf__application_31702__eval_01.json,31702,PUBLIC COPY,PSD_applicability; CEQA; recommendation,24,28387
2022-31737-Mako_Industries__b6254_nsr_31737_eval_091622_pdf__application_31737__eval_01.json,31737,Mako Industries,PSD_applicability; public_notification,0,0
2022-31738-601_651_Gateway_Center_LP__b4009_nsr_31738_eval_090822_pdf__application_31738__eval_01.json,31738,601 & 651 Gateway Center LP,,1,1208
2022-31742-Contra_Costa_County_P_3779__a3779_nsr_31742_eval_091122_pdf__application_31742__eval_01.json,31742,"Contra Costa County, P#3779",BACT; PSD_applicability; CEQA; public_notification,0,0
2022-31782-San_Francisco_CA_94111__e5238_nsr_31782_eval_091422_pdf__application_31782__eval_01.json,31782,"San Francisco, CA 94111",PSD_applicability; CEQA; recommendation,4,1170
2022-31788-Menlo_Park_Portfolio_c_o_Tarlton_Properties__b9898_nsr_31788_eval_110222_pdf__application_31788__eval_01.json,31788,Menlo Park Portfolio c/o Tarlton Properties,,1,1137
2022-31819-Hayward_CA_94545__b4924_nsr_31819_eval_101422_pdf__application_31819__eval_01.json,31819,"Hayward, CA 94545",BACT; PSD_applicability; CEQA; permit_conditions,0,0
2022-31837-AMAZON_DATA_SERVICES_INC__e5018_nsr_31837_eval_101422_pdf__application_31837__eval_01.json,31837,AMAZON DATA SERVICES INC,PSD_applicability; CEQA; recommendation,2,554
2022-31890-Hayward_CA_94545__b4924_nsr_31890_eval_111022_pdf__application_31890__eval_01.json,31890,"Hayward, CA 94545",BACT; PSD_applicability; CEQA; permit_conditions,0,0
2022-31906-Napa_CA_94_559__e5264_nsr_31906_eval_113022_pdf__application_31906__eval_01.json,31906,"Napa , CA 94 559",PSD_applicability; CEQA; recommendation,4,1571
2022-633277-O_Connor_Tract_Co_Operative_Water_Company__fid202175_nsr_633277_eval_092322_pdf__application_633277__eval_01.json,633277,O'Connor Tract Co -Operative Water Company,,1,1136
2022-638290-1888_MLK_Jr_Way__fid202247_nsr_638290_eval_052722_pdf__application_638290__eval_01.json,638290,1888 MLK Jr Way,,1,1135
2022-638349-SpectraSite_Communications_LLC__fid202249_nsr_638349_eval_010622_pdf__application_638349__eval_01.json,638349,"SpectraSite Communications, LLC",,1,1137
2022-639505-City_of_Saint_Helena_Stonebridge_Wells__fid202270_nsr_639505_eval_01132022_pdf__application_639505__eval_01.json,639505,City of Saint Helena Stonebridge Wells,,0,0
2022-642071-T_Mobile_West_A_Street_Tower__fid202318_nsr_642071_eval_031122_pdf__application_642071__eval_01.json,642071,T-Mobile - West A Street Tower,,0,0
2022-642617-Sonoma_Valley_Unified_S_D_Operations_Yard__fid202323_nsr_642617_eval_070822_pdf__application_642617__eval_01.json,642617,Sonoma Valley Unified S D Operations Yard,PSD_applicability,1,198
2022-643319-PG_E_Half_Moon_Bay__fid202343_nsr_643319_eval_101922_pdf__application_643319__eval_01.json,643319,PG&E - Half Moon Bay,,0,0
2022-643326-PG_E_Morgan_Hill__fid202346_nsr_643326_eval_102822_pdf__application_643326__eval_01.json,643326,PG&E - Morgan Hill,,0,0
2022-643331-PG_E_Pacifica__fid202349_nsr_643331_eval_101922_pdf__application_643331__eval_01.json,643331,PG&E - Pacifica,,0,0
2022-644223-Benicia_Community_Center__fid202373_nsr_an644223_eval_01212022_pdf__application_644223__eval_01.json,644223,Benicia Community Center,,1,1144
2022-644396-SF_Fire_Credit_Union_Main_Branch__fid202378_nsr_644396_eval_062222_pdf__application_644396__eval_01.json,644396,SF Fire Credit Union Main Branch,,0,0
2022-645379-Cal_Mart__fid202408_nsr_645379_eval_022522_pdf__application_645379__eval_01.json,645379,Cal Mart,,1,1133
2022-64548-Geltor__fid202388_nsr_64548_eval_022822_pdf__application_64548__eval_01.json,64548,Geltor,,0,0
2022-645509-303_Baldwin__fid202412_nsr_645509_eval_042222_pdf__application_645509__eval_01.json,645509,303 Baldwin,,1,1138
2022-645534-City_Hall__fid202413_nsr_645534_eval_022522_pdf__application_645534__eval_01.json,645534,City Hall,,1,1091
2022-646000-Demetrix__fid202435_nsr_646000_eval_011022_pdf__application_646000__eval_01.json,646000,Demetrix,,1,943
2022-646001-PG_E_Angwin_Microgrid__fid202437_nsr_646001_eval_110922_pdf__application_646001__eval_01.json,646001,PG&E – Angwin Microgrid,BACT,0,0
2022-646589-Chevron_Gas_Station__fid100369_nsr_646589_eval_020722_pdf__application_646589__eval_01.json,646589,Chevron Gas Station,BACT; PSD_applicability,1,173
2022-646738-Alila_Napa_Valley__fid202444_nsr_646738_eval_052622_pdf__application_646738__eval_01.json,646738,Alila Napa Valley,,1,1139
2022-646840-Belmont_Village_Los_Gatos__fid202447_nsr_646840_eval_011422_pdf__application_646840__eval_01.json,646840,Belmont Village Los Gatos,,1,1137
2022-647125-ARCO_AM_PM__fid111724_nsr_647125_eval_031722_pdf__application_647125__eval_01.json,647125,ARCO AM/PM,PSD_applicability,2,177
2022-647844-Carvana_Daly_City__fid202473_nsr_647844_eval_031022_pdf__application_647844__eval_01.json,647844,Carvana Daly City,PSD_applicability; CEQA,1,177
2022-648340-Aegis_Living__fid202485_nsr_648340_eval_011422_pdf__application_648340__eval_01.json,648340,Aegis Living,,1,1134
2022-648490-Inmate_Connector__fid202490_nsr_648490_eval_021722_pdf__application_648490__eval_01.json,648490,Inmate Connector,,0,0
2022-649100-Ross_Valley_Sanitary_District_Larkspur_Pump_Station__fid15738_nsr_649100_eval_060222_pdf__application_649100__eval_01.json,649100,"Ross Valley Sanitary District, Larkspur Pump Station",,1,1151
2022-649752-1600_Harbor_Bay_Parkway__fid202532_nsr_649752_eval_120922_pdf__application_649752__eval_01.json,649752,1600 Harbor Bay Parkway,,1,1152
2022-649805-CC_Comm_Coll_Dist_CONTRA_COSTA_COLLEGE__fid109179_nsr_649805_eval_031522_pdf__application_649805__eval_01.json,649805,CC Comm Coll Dist - CONTRA COSTA COLLEGE,,0,0
2022-650988-The_Lab_Berkeley__fid202550_nsr_650988_eval_062422_pdf__application_650988__eval_01.json,650988,"The Lab, Berkeley",,0,0
2022-651186-Milpitas_Fire_Station_2__fid202555_nsr_651186_eval_052722_pdf__application_651186__eval_01.json,651186,Milpitas Fire Station #2,,0,0
2022-651270-Freewire_Technologies_Inc__fid202559_nsr_651270_eval_010722_pdf__application_651270__eval_01.json,651270,Freewire Technologies Inc,,0,0
2022-652544-Hayward_Area_Recreation_Park_District__fid108787_nsr_652544_eval_051222_pdf__application_652544__eval_01.json,652544,Hayward Area Recreation & Park District,,0,0
2022-654257-The_Village_at_Burlingame__fid202616_nsr_654257_eval_072222_pdf__application_654257__eval_01.json,654257,The Village at Burlingame,,1,1058
2022-655681-1501_Harbor_Bay_Parkway__fid202635_nsr_655681_eval_040822_pdf__application_655681__eval_01.json,655681,1501 Harbor Bay Parkway,,0,0
2022-656140-The_Emery_500_Apartments_Retail__fid202364_nsr_656140_eval_091422_pdf__application_656140__eval_01.json,656140,The Emery (500 Apartments & Retail),,1,199
2022-656144-Sausalito_Marin_City_Sanitary_District__fid14892_nsr_656144_eval_052022_pdf__application_656144__eval_01.json,656144,Sausalito Marin City Sanitary District,,1,936
2022-656170-MedVet_Silicon_Valley__fid202641_nsr_656170_eval_072922_pdf__application_656170__eval_01.json,656170,MedVet Silicon Valley,,1,1137
2022-656240-Sausalito_Marin_City_Sanitary_District__fid14894_nsr_656240_eval_042222_pdf__application_656240__eval_01.json,656240,Sausalito Marin City Sanitary District,,0,0
2022-658770-Oyster_Point_Phase_2_Development__fid202687_nsr_658770_eval_090822_pdf__application_658770__eval_01.json,658770,Oyster Point Phase 2 Development,recommendation,1,995
2022-658848-Pinole_Point_LLC__fid201246_nsr_658848_eval_090222_pdf__application_658848__eval_01.json,658848,Pinole Point LLC,,1,1297
2022-658952-Novato_Fire_District__fid17183_nsr_658952_eval_080522_pdf__application_658952__eval_01.json,658952,Novato Fire District,,0,0
2022-658954-Novato_Fire_Protection_District_Station_61__fid109639_nsr_658954_eval_080522_pdf__application_658954__eval_01.json,658954,Novato Fire Protection District (Station #61),,0,0
2022-659291-Synthego_Corporation__fid202695_nsr_659291_eval_071922_pdf__application_659291__eval_01.json,659291,Synthego Corporation,,1,935
2022-659766-Allston_Way_Warm_Shell_Core__fid202697_nsr_659766_eval_070722_pdf__application_659766__eval_01.json,659766,Allston Way - Warm Shell & Core,,0,0
2022-659902-Shannon_Community_Center__fid202706_nsr_659902_eval_061022_pdf__application_659902__eval_01.json,659902,Shannon Community Center,,0,0
2022-660549-BA22522B_BA522_TowerCo_Co_Locatel__fid202711_nsr_660549_eval_081722_pdf__application_660549__eval_01.json,660549,BA22522B - BA522 TowerCo Co -Locatel,,1,1007
2022-661155-Propel_Fuels_Inc_E85_Dispensing__fid112479_nsr_661155_eval_070722_pdf__application_661155__eval_01.json,661155,Propel Fuels Inc (E85 Dispensing),PSD_applicability,1,199
2022-661406-San_Bruno_Recreation_Aquatic_Center__fid202724_nsr_661406_eval_091622_pdf__application_661406__eval_01.json,661406,San Bruno Recreation & Aquatic Center,,1,1226
2022-661492-SHP_VI_MS_Berkeley_LLC__fid202728_nsr_661492_eval_090822_pdf__application_661492__eval_01.json,661492,SHP VI MS Berkeley LLC,,0,0
2022-662998-Vaxart_Inc__fid202749_nsr_662998_eval_081922_pdf__application_662998__eval_01.json,662998,"Vaxart, Inc.",,1,1105
2022-663096-Candlestick_Point_Bayview_Vehicle_Triage_Center__fid202754_nsr_663096_eval_083022_pdf__application_663096__eval_01.json,663096,Candlestick Point/Bayview Vehicle Triage Center,,1,1455
2022-663096-Candlestick_Point_Bayview_Vehicle_Triage_Center__fid202754_nsr_663096_eval_122322_pdf__application_663096__eval_01.json,663096,Candlestick Point/Bayview Vehicle Triage Center,,1,1105
2022-664131-Sangamo_Therapeutics_Inc__fid15153_nsr_664131_eval_100722_pdf__application_664131__eval_01.json,664131,"Sangamo Therapeutics, Inc.",PSD_applicability,1,1099
2022-664148-Sonoma_Valley_Unified_School_District_Office__fid202766_nsr_664148_eval_092122_pdf__application_664148__eval_01.json,664148,Sonoma Valley Unified School District Office,cumulative_increase,1,1226
2022-664604-Verzion_Wireless_Filbert_Embarcadero__fid202773_nsr_664604_eval_121622_pdf__application_664604__eval_01.json,664604,Verzion Wireless - Filbert Embarcadero,,1,937
2022-664658-Nkarta_Inc__fid202780_nsr_664658_eval_122222_pdf__application_664658__eval_01.json,664658,"Nkarta, Inc.",,1,1211
2022-664823-BTC_III_San_Jose_Logistics_Center_LP__fid202784_nsr_664823_eval_122122_pdf__application_664823__eval_01.json,664823,BTC III San Jose Logistics Center LP,,1,938
2022-664909-Logisticenter_at_HWY_92__fid202785_nsr_664909_eval_122022_pdf__application_664909__eval_01.json,664909,Logisticenter at HWY 92,,1,1017
2022-664970-Pacific_Bell_Corporation__b3923_nsr_664970_eval_111622_pdf__application_664970__eval_01.json,664970,Pacific Bell Corporation,,1,1139
2022-665099-Kiely_Park_Cleaners__fid202788_nsr_665099_eval_110422_pdf__application_665099__eval_01.json,665099,Kiely Park Cleaners,,0,0
2022-665215-Fairfield_Library__fid202793_nsr_665215_eval_101422_pdf__application_665215__eval_01.json,665215,Fairfield Library,PSD_applicability; CEQA,1,169
2022-665987-Mountain_View_Whisman_School_District_Landels_Elementary__fid202799_nsr_665987_eval_111822_pdf__application_665987__eval_01.json,665987,Mountain View Whisman School District - Landels Elementary,,1,1223
2022-666073-Sonoma_State_University__fid106129_nsr_666073_eval_120922_pdf__application_666073__eval_01.json,666073,Sonoma State University,,1,1222
2022-666087-GI_ETS_Hayward_LLC__fid202803_nsr_666087_eval_111822_pdf__application_666087__eval_01.json,666087,GI ETS Hayward LLC,,1,1022
2022-666130-Delta_Diablo_Sanitation_District__fid13884_nsr_666130_eval_121422_pdf__application_666130__eval_01.json,666130,Delta Diablo Sanitation District,cumulative_increase,1,1022
2022-666750-Richmond_Land_Group__fid202824_nsr_666750_eval_110822_pdf__application_666750__eval_01.json,666750,Richmond Land Group,,0,0
2022-666863-60_Prospect__fid202829_nsr_666863_eval_102422_pdf__application_666863__eval_01.json,666863,60 Prospect,PSD_applicability; CEQA,1,158
2022-667572-Fire_Station_54__fid202826_nsr_667572_eval_120922_pdf__application_667572__eval_01.json,667572,Fire Station 54,,2,1325
2022-667614-220_Park_Road__fid202835_nsr_667614_eval_112222_pdf__application_667614__eval_01.json,667614,220 Park Road,,1,939
